,Unnamed: 0,img_path,sentence,label,anger,disgust,fear,joy,neutral,sadness,surprise,cluster
1056,1056,00001554.png,Aerial view of a sunset over the ocean and boat,fear,0.0464440323412418,0.0336000248789787,0.2584293186664581,0.1563836932182312,0.2254278659820556,0.0841591730713844,0.1955558955669403,1
1067,1067,00001641.png,Winter park,neutral,0.0209253448992967,0.0131311556324362,0.0169527176767587,0.0307884216308593,0.4794941246509552,0.4087959825992584,0.0299123059958219,1
1068,1068,00000197.png,Polder / Netherlands - 06 09 2019: Two swans breeding and cyclists in background,neutral,0.0061705070547759,0.0383725352585315,0.0147339375689625,0.089692622423172,0.5724428296089172,0.0113305412232875,0.2672570645809173,1
1070,1070,00000748.png,"Snow in winter, Gorbeia Parque Natural, Alava, Basque Country, Spain, Europe",sadness,0.0484831258654594,0.0333819389343261,0.0571595169603824,0.0149099556729197,0.3018486201763153,0.5095300078392029,0.0346868596971035,1
1071,1071,00000863.png,"Winter in Carpatian mountains, beautiful sunset landscape with a bird's eye view, UHD 8K",joy,0.0076150982640683,0.0030593478586524,0.0063777556642889,0.4910243451595306,0.3385318219661712,0.1157195270061492,0.0376720912754535,1
1076,1076,00000114.png,Fruit flies walk on lumbu leaves,neutral,0.0389025099575519,0.1510730385780334,0.0065739005804061,0.0169590450823307,0.7627862095832825,0.0111779645085334,0.0125272832810878,1
1077,1077,00000882.png,"Cactus with red spikes in front of the house, Spain.",anger,0.4533656239509582,0.3268353641033172,0.0241773352026939,0.003958033863455,0.1551275849342346,0.0156626384705305,0.0208733826875686,1
1079,1079,00001333.png,Pets cows graze in summer on a green meadow,neutral,0.0443978793919086,0.3967142701148987,0.0179219227284193,0.032507237046957,0.4496325254440307,0.051886286586523,0.006939806509763,1
1086,1086,00001656.png,"Beehive. Video of a ""Paper wasp"" cleaning itself.",disgust,0.008681277744472,0.9195716977119446,0.003402782138437,0.0015960348537191,0.0524089708924293,0.0057738432660698,0.0085653327405452,1
1090,1090,00001488.png,"Rhizostoma pulmo, commonly known as the barrel jellyfish, the dustbin-lid jellyfish or the frilly-mouthed jellyfish, is a scyphomedusa in the family Rhizostomatidae",neutral,0.0399595499038696,0.4031567871570587,0.0064584477804601,0.0094342129305005,0.5192805528640747,0.0153989810496568,0.006311401259154,1
1092,1092,00001638.png,"Spray ecological pesticide. Farmer fumigate in protective suit and mask lemon trees. Man spraying toxic pesticides, pesticide, insecticides ",disgust,0.0676519647240638,0.7630546689033508,0.0956156700849533,0.0015278711216524,0.0587043091654777,0.0119991097599267,0.001446274574846,1
1099,1099,00001653.png,"KOH LIPE, THAILAND - CIRCA JAN 2017: Dogs sleeping on Sunrise beach on tropical Koh Lipe island, Thailand, 4k
",neutral,0.0059858653694391,0.0037344766315072,0.0128719462081789,0.4169024229049682,0.4534478187561035,0.0164662431925535,0.0905911698937416,1
1106,1106,00001989.png," Waterfall in a Mountain Forest Captured on a Sunny Spring Day (slow motion):Tateshina Ootaki Falls in Nagano Prefecture, Japan",joy,0.0086046885699033,0.0023466211277991,0.0122991353273391,0.4132632315158844,0.3202898800373077,0.043494027107954,0.1997024267911911,1
1116,1116,00000437.png,"Gullfoss waterfall (The Golden Falls) in winter, a waterfall in the Canyon of Hvita river, Southwest Iceland. Gullfoss is one of the most popular tourist attractions in Iceland.",fear,0.0310311838984489,0.0290680695325136,0.3640377819538116,0.1419210582971573,0.2941833138465881,0.0623594000935554,0.0773991718888282,1
1119,1119,00001128.png,kids drawing black screen with theme of cat,neutral,0.0113759767264127,0.0053688287734985,0.0019684315193444,0.0667183473706245,0.8175879716873169,0.0242304597049951,0.0727500468492508,1
1122,1122,00001220.png,Frost on a Windowpane. Timelapse. Icy window pane thaws quickly when exposed to sunlight,disgust,0.2181498408317566,0.2767660021781921,0.1290556043386459,0.0021802885457873,0.2268388122320175,0.0876844674348831,0.0593250133097171,1
1123,1123,00000635.png,Pigeons in the park. Shooting of birds.,anger,0.4465021789073944,0.4254660606384277,0.1001491844654083,0.0017124536680057,0.0105098467320203,0.011480065062642,0.0041802912019193,1
1126,1126,00000225.png,"Small Tortoiseshell Butterfly eating Nectar From Purple Coneflower - macro, side and front view.",neutral,0.0091015798971056,0.0177365820854902,0.0027508621569722,0.0322601050138473,0.8796889185905457,0.0092859854921698,0.0491759628057479,1
1144,1144,00001817.png,BRITISH COLUMBIA USA-1981: Middle Of Nowhere Zooming In On What Could Be An Animal Plant Or Insect,neutral,0.0234875809401273,0.0662766024470329,0.063007928431034,0.0039968411438167,0.734275758266449,0.0097756907343864,0.0991795659065246,1
1155,1155,00001176.png,"Red squirrel sitting on dead wood for searches food, close up, detail, european red squirrel, winter, north rhine westphalia, (sciurus vulgaris), germany",neutral,0.0981068015098571,0.0331635400652885,0.0124178268015384,0.0204890929162502,0.6252752542495728,0.1621247082948684,0.0484228506684303,1
1158,1158,00001844.png,"Snowy fjeld, C4k aerial view over keselmajarvi and towards a frozen sallatunturi mountain fell, on a sunny winter day, in Salla, Lapland, Finland",joy,0.0106258383020758,0.004462148528546,0.0545049235224723,0.4016309678554535,0.3025107681751251,0.124565377831459,0.101699985563755,1
1162,1162,00001339.png,Ski-doos crossing the frozen arctic tundra.,fear,0.0610801354050636,0.0451900884509086,0.3589844405651092,0.0106889093294739,0.3554108738899231,0.1184390559792518,0.0502064637839794,1
1167,1167,00000081.png,Three mallards swimming on a river,fear,0.054505381733179,0.0758833214640617,0.4335446059703827,0.0073684412054717,0.0445331893861293,0.0222242809832096,0.3619408011436462,1
1168,1168,00000349.png,Time-lapse clouds at sunset,neutral,0.0227142199873924,0.0097327213734388,0.0177178364247083,0.0116542465984821,0.8472098708152771,0.0417001657187938,0.0492709726095199,1
1174,1174,00001814.png,Fall foliage in Clarence Park,sadness,0.070392720401287,0.0875860229134559,0.0490329414606094,0.0215755421668291,0.2192570269107818,0.4671266078948974,0.0850291103124618,1
1175,1175,00001956.png,Beaver Adult Pair in Spring Diving in South Dakota,neutral,0.022036762908101,0.0541571378707885,0.1289108991622924,0.0955685302615165,0.5713203549385071,0.0750787928700447,0.0529274716973304,1
1176,1176,00000546.png,"Many dried flower helichrysum on orange background zoom, close-up, top view. Summer bright texture studio shot for spa, beauty, cosmetology, shop, supermarket. Aromatherapy,flower delivery. ",neutral,0.0522425547242164,0.0221740212291479,0.0250805150717496,0.2193800061941146,0.580472469329834,0.0138168381527066,0.0868335664272308,1
1177,1177,00001823.png,Snow Melt. Strong early spring sunshine melts away a dusting of prairie snow,neutral,0.0862986892461776,0.0317040607333183,0.0326839424669742,0.1399689763784408,0.6106075048446655,0.0763169229030609,0.0224199220538139,1
1178,1178,00001709.png,Group of Surfers Waiting for Waves,neutral,0.0058132316917181,0.004792139865458,0.045828353613615,0.0099575137719511,0.8873534202575684,0.0169692859053611,0.0292861107736825,1
1180,1180,00001589.png,The boat sails along the rocky coast of Lake Baikal. Aerial shooting from the drone.,fear,0.0184033829718828,0.0131618529558181,0.9188349843025208,0.0049146898090839,0.0263526104390621,0.0100687071681022,0.0082638980820775,1
1182,1182,00000592.png,"Aerial footage of Maimara, Jujuy, Argentina with colorful moutnains of Quebrada de Humahuaca",disgust,0.2247470766305923,0.648691713809967,0.0099729495123028,0.0297895297408103,0.0684750750660896,0.0133045809343457,0.005019084084779,1
1186,1186,00001966.png,"Orfordness Lighthouse, towering over the pebble foreshore below, looking out over the sea, Orford Ness, Suffolk, England, United Kingdom - June 2014",fear,0.0305498093366622,0.0206213966012001,0.7906375527381897,0.0173232108354568,0.0777081474661827,0.0352086685597896,0.0279512908309698,1
1188,1188,00000236.png,Move the camera as low as possible to the ground through the autumn leaves in the forest. Autumn forest,neutral,0.0608716830611228,0.0739273801445961,0.2658797204494476,0.011114377528429,0.3631841540336609,0.1885363012552261,0.03648641705513,1
1192,1192,00001362.png,Drone descending and zooming in on sea water surface and giant mint blue rushing sea wave crashing down with foam.,fear,0.0522707775235176,0.1951793879270553,0.5105057954788208,0.010112659074366,0.1593509763479232,0.0174946654587984,0.0550856329500675,1
1199,1199,00000662.png,Golden sunset over sea. Time lapse of sunset sky at sea ,fear,0.044608399271965,0.0205093827098608,0.4407505989074707,0.1051245555281639,0.25084188580513,0.0976450219750404,0.0405201241374015,1
1204,1204,00001317.png,Plum headed parakeet sitting isolated on white background 4k clip,neutral,0.011081913486123,0.0171237550675869,0.0049760364927351,0.0104393856599926,0.8137524724006653,0.0888641700148582,0.053762312978506,1
1206,1206,00000586.png,"Close-up,drops of rain,beautiful background",joy,0.0021957119461148,0.0013899040641263,0.0008383861277252,0.8287068009376526,0.078444093465805,0.0103364195674657,0.0780887231230735,1
1208,1208,00000536.png,The fire salamander in the wet forest after the rain,disgust,0.0368856564164161,0.4433853030204773,0.0440763309597969,0.0155914779752492,0.2759739756584167,0.1669055521488189,0.0171818267554044,1
1212,1212,00000772.png,"Realistic atmospheric gray smoke on black background. White fume slowly floating rises up. Abstract haze cloud. Animation mist effect. Smoke stream effect 4K.
",disgust,0.2580180168151855,0.4371422827243805,0.0621574707329273,0.0021269917488098,0.2169882208108902,0.0136472824960947,0.0099198697134852,1
1218,1218,00000551.png,"Mother and her kittens
",sadness,0.0571060068905353,0.078278474509716,0.007677583489567,0.0280590672045946,0.1756730377674102,0.6464243531227112,0.0067815235815942,1
1228,1228,00001406.png,"Wild cute seals colony or sea lions herd swimming in ocean water, playful funny behavior. Many marine animals in freedom dive underwater, view from above, Monterey pier, California coast wildlife, USA",joy,0.0077600972726941,0.0076478025875985,0.0038179089315235,0.8165311217308044,0.1321938931941986,0.0040352949872612,0.0280139185488224,1
1233,1233,00000851.png,Wolf rolling around in freshly fallen snow.,neutral,0.1035390645265579,0.2083024084568023,0.1507043242454528,0.0071878382004797,0.2661710381507873,0.1340702474117279,0.13002510368824,1
1238,1238,00001441.png,sea waves,neutral,0.0671046897768974,0.024493945762515,0.1456674933433532,0.0150240650400519,0.4406688809394836,0.0841570645570755,0.222883865237236,1
1239,1239,00001292.png,"Beautiful autumn forest with sun shining, middle of the forest. Many trees. Delicate fog. Shooting through leafed branches toward the sun. Dolly shot ",joy,0.011868885718286,0.0204004310071468,0.0455978661775589,0.7139770984649658,0.1557099223136901,0.04462156817317,0.0078242029994726,1
1241,1241,00001976.png,Cut logs and branches from a tree trunk lying in the forest partially covered in snow.,disgust,0.0913311690092086,0.7553722858428955,0.0969862639904022,0.0018624715739861,0.0168267078697681,0.0292622484266757,0.0083588333800435,1
1250,1250,00000033.png,Zurich / Switzerland - September 04 2017: Penguins in the Zurich Zoo,joy,0.0039686686359345,0.0016093854792416,0.0073416666127741,0.453665018081665,0.1966250836849212,0.014166060835123,0.322624146938324,1
1253,1253,00001776.png,"Hamilton, Ontario, Canada August 2018 Sun gleaming and reflecting off the lake on hot summer day",joy,0.0062690367922186,0.0022578982170671,0.0011195110855624,0.8054724931716919,0.1142944544553756,0.0178722403943538,0.0527143105864524,1
1260,1260,00000974.png,"Real Aerial shot, Drone fly in clouds in sunrise nature, camera fly in foggy. Flight over clouds sunrise, peaks of mountains, ridges and hills in the sunlight of dawn. ",fear,0.0440134964883327,0.0156107312068343,0.7645210027694702,0.004916728939861,0.0939248874783515,0.0610299855470657,0.0159831810742616,1
1262,1262,00001114.png,Aerial. Transparent waves on the stone banks of the sunny Algarve.,joy,0.0041494029574096,0.0359965749084949,0.0064259706996381,0.7798215746879578,0.157889038324356,0.0104724708944559,0.0052450015209615,1
1265,1265,00000444.png,"Hayogev, Israel - November 19, 2019: Two row Carrot Picker processing rows of ripe Carrots, Aerial follow footage.",neutral,0.0164073687046766,0.0127372173592448,0.0147072812542319,0.0686515420675277,0.8179218173027039,0.0050018560141325,0.0645729228854179,1
1269,1269,00000639.png,Red panda eating bamboo,neutral,0.0559613183140754,0.229409247636795,0.0049980077892541,0.023038700222969,0.6489243507385254,0.0198691971600055,0.0177992060780525,1
1270,1270,00001574.png,"Cappadocia, Turkey : Balloons in the sky. Aerial view",neutral,0.0535292625427246,0.0214884430170059,0.1613904684782028,0.0677608996629715,0.3830905556678772,0.052196055650711,0.2605443000793457,1
1273,1273,00001236.png,Algeria bejaia sea Mediterranean sky ,fear,0.1370730102062225,0.0148098580539226,0.6908462047576904,0.0213511288166046,0.060786098241806,0.0561551786959171,0.0189784951508045,1
1278,1278,00001354.png,"Flowering plum branches close-up. White plum blossoms bloomed in spring. Beautiful natural background. The concept of awakening, beauty, lightness. A light breeze stirs the twigs. Beautiful bokeh",joy,0.0040602525696158,0.0069748205132782,0.0015800124965608,0.7359218001365662,0.2243961691856384,0.0101405978202819,0.0169262923300266,1
1283,1283,00001779.png,Arial view of Agro Farm. Bird's eye view of an Agro Farm situated at Faujdarhat in Chittagong. Drone view of Agricultural Farm in 2K.,neutral,0.0689393430948257,0.1502474844455719,0.1797363311052322,0.0663412734866142,0.4040292501449585,0.0302226394414901,0.1004836708307266,1
1289,1289,00000051.png,[AERIAL] View from lake surrounded by trees,neutral,0.048139426857233,0.0552786327898502,0.1821114867925644,0.0320214033126831,0.438825786113739,0.0176151879131793,0.2260081171989441,1
1295,1295,00000321.png,Beauty nature environment ( Series 12 - Version from 1 to 15 ),joy,0.0042911698110401,0.0019997898489236,0.0015307613648474,0.4824209213256836,0.4510613679885864,0.0100340396165847,0.0486618839204311,1
1303,1303,00000028.png,Sanggani wild plant with purple flowers,neutral,0.0613141544163227,0.1587612628936767,0.0062110577709972,0.0621699504554271,0.6394592523574829,0.0260383337736129,0.0460459366440773,1
1312,1312,00001095.png,"Aerial tilt up view of flowering tulip field and wind farm along IJsselmeer dike, Noordoostpolder, Flevoland, Netherlands",neutral,0.0530475042760372,0.0214252565056085,0.1361127495765686,0.0528237372636795,0.5796615481376648,0.0173091106116771,0.1396200805902481,1
1323,1323,00001547.png,Growing seed of marigold slide timelapse,neutral,0.058393120765686,0.2117739170789718,0.0266404692083597,0.0215777195990085,0.6091853380203247,0.0300875809043645,0.0423418246209621,1
1325,1325,00001024.png,KILAGUNI KENYA-1983: Elephants Drinking At The Local Watering Hole,neutral,0.020359331741929,0.1457705646753311,0.0251405201852321,0.0319353938102722,0.6868351101875305,0.0479035228490829,0.0420555584132671,1
1328,1328,00000925.png,"Sand stone cliffs of the Golden Gate highlands National Park,Free State,South Africa",fear,0.1484522819519043,0.050036434084177,0.249652624130249,0.0425483770668506,0.2438854724168777,0.1264953464269638,0.1389294415712356,1
1336,1336,00001320.png,Tropical jungle background with palm tree silhouettes at sunset,neutral,0.0397846922278404,0.0365691259503364,0.0437155105173587,0.046631883829832,0.6584097146987915,0.104913905262947,0.0699751451611518,1
1340,1340,00001343.png,Diving in the red sea a group of divers submerged.,fear,0.0049541732296347,0.0214908383786678,0.9376705288887024,0.0034019832964986,0.0062497477047145,0.0080271381884813,0.0182054303586483,1
1349,1349,00001891.png,"Spring Time on Farm, Time Lapse 4K",neutral,0.0052988436073064,0.0022096240427345,0.0031004627235233,0.0368977040052413,0.8220781683921814,0.0219055712223052,0.1085095629096031,1
1355,1355,00000778.png,"Close up of narrow stream flowing into pond with shadow and sun spots, calm meditative mood",joy,0.0019302750006318,0.0026530011091381,0.0027663181535899,0.8856419324874878,0.0947721153497695,0.0081839021295309,0.0040524308569729,1
1356,1356,00000441.png,Chickens in the cage on chicken farm. Chicken eggs.,disgust,0.0287447124719619,0.7097326517105103,0.0066109164617955,0.0087101133540272,0.2315189093351364,0.0086447913199663,0.0060379737988114,1
1358,1358,00001038.png,"Wheat field in Israel
Ungraded footage, shot with flat profile
Shot 50fps",neutral,0.0195666663348674,0.0207876656204462,0.0066875522024929,0.0281007308512926,0.8501924872398376,0.0131902704015374,0.0614745691418647,1
1369,1369,00000496.png,Bee flies among multicolored flowers in Common park in Boston in sunlight. Background shot of a brown squirrel searching something in the grass. Close up,disgust,0.0327020026743412,0.5071029663085938,0.0544447489082813,0.0071048168465495,0.3670439124107361,0.0142931444570422,0.0173084363341331,1
1371,1371,00000838.png,View of the winter forest landscape from the window of a moving train during a snowstorm with parallax effect,fear,0.0942800417542457,0.0176822952926158,0.6442249417304993,0.007642513141036,0.1337341368198394,0.0357016287744045,0.0667344406247139,1
1374,1374,00000800.png,Slow motion dolly shot of blossoming apple tree in a garden,neutral,0.0253334790468215,0.0200495421886444,0.004521906375885,0.2503674328327179,0.4877647757530212,0.0129655767232179,0.1989973038434982,1
1380,1380,00000490.png,Bed of colorful flowers blowing in the wind,joy,0.0118032582104206,0.0100301103666424,0.0018968435470014,0.8136816024780273,0.1115394458174705,0.0097644291818141,0.041284404695034,1
1386,1386,00000474.png,"Kinsarvik, Hordaland, Norway. Waterfall Nykkjesoyfossen In Hardangervidda Mountain Plateau. Spring Sunny Day. Height Of 49 m. Famous Norwegian Landmark And Popular Destination. 4K",neutral,0.0080818375572562,0.002953760093078,0.016772961243987,0.277895838022232,0.5167061686515808,0.0483575351536273,0.1292318552732467,1
1393,1393,00001798.png,Aerial drone view of beautiful girl with colored smoke standing on the shipwreck at the beach during amazing sunset - video in slow motion,joy,0.0331146083772182,0.0400730520486831,0.2581412196159363,0.3781840205192566,0.1271126419305801,0.0171358548104763,0.1462386101484298,1
1397,1397,00001338.png,This unique looking duck enjoys a meal,joy,0.0031198614742606,0.0130932480096817,0.0009413962252438,0.7771718502044678,0.195605456829071,0.003713296726346,0.0063549047335982,1
1413,1413,00000431.png,"tropical leaves, light and shadow on green palm foliage, nature background",neutral,0.0336254313588142,0.0571129284799099,0.0181144624948501,0.0655371397733688,0.5882166028022766,0.1203721165657043,0.1170213893055915,1
1415,1415,00000903.png," Magnolia blossom, white flowers, springtime, sunny day
",joy,0.0017832453595474,0.0010257518151775,0.0002869065501727,0.960930585861206,0.0245442353188991,0.0044472021982073,0.0069819968193769,1
1422,1422,00000331.png,"Staghorn corals on sandy bottom on reef. Amazing, beautiful underwater world Red Sea and life of its inhabitants, creatures and diving, travels with them. Wonderful experience in sea",joy,0.0070580937899649,0.0112475706264376,0.0262220185250043,0.7464002370834351,0.1443108767271042,0.0203296095132827,0.0444316528737545,1
1423,1423,00000653.png,Time Lapse video of Hadada Ibis foraging for a meal on a white sand Cape Town beach with young surfers in the background,fear,0.0280695334076881,0.112636312842369,0.4451055228710174,0.0307489410042762,0.3167506456375122,0.0151419816538691,0.0515471398830413,1
1434,1434,00000637.png,Aerial view of the Serengeti seen from a hot air balloon,neutral,0.0450655221939086,0.0389556437730789,0.1832270622253418,0.080993540585041,0.3996926248073578,0.0202296823263168,0.2318358868360519,1
1444,1444,00000590.png,"rainstorm at Lake Powell/Glen Canyon National Recreation Area, big wall with multiple waterfalls",surprise,0.0955906212329864,0.0049995519220829,0.0964675173163414,0.0093954475596547,0.0865730941295623,0.0798874050378799,0.6270864009857178,1
1450,1450,00001667.png,two female divers at the bottom of the sea,fear,0.0262459442019462,0.155515968799591,0.5659365653991699,0.0135566079989075,0.0873244404792785,0.0549915619194507,0.0964289307594299,1
1458,1458,00000876.png,Selective focus shot of rain falling over autumn bushes that have lost all their leaves - great copy and ad space.,neutral,0.0072189276106655,0.007051529828459,0.0014373195590451,0.045385655015707,0.8693852424621582,0.0131855430081486,0.0563357733190059,1
1459,1459,00000188.png,"Aerial View Of a lake surrounded by nature among trees and mountains. Concept of beautiful landscapes, nature lake Hawea in Otago region, Wanaka NZ",joy,0.0181926283985376,0.0162673722952604,0.3326144814491272,0.3892661333084106,0.1090105697512626,0.0198248196393251,0.1148240715265274,1
1460,1460,00000347.png,"Tiem lapse , Moving clouds and sun shine.  at  wetland of Burirum province ,Thailand.",sadness,0.0100503293797373,0.0029066076967865,0.0066698309965431,0.1078226342797279,0.3447224497795105,0.4264090061187744,0.1014191582798957,1
1461,1461,00001806.png,sunset in the mountains ,fear,0.1157756820321083,0.0091544836759567,0.586258053779602,0.0547809936106205,0.0376537516713142,0.1576550900936126,0.0387219563126564,1
1462,1462,00001238.png,"Barrel jellyfish (Rhizostoma pulmo) Underwater shot, close-up",neutral,0.0079753389582037,0.1625106930732727,0.025438604876399,0.0157709307968616,0.7593614459037781,0.0112421996891498,0.0177007783204317,1
1464,1464,00001947.png,Peacock is eating papaya,neutral,0.01020816154778,0.1226084306836128,0.0024014245718717,0.065327949821949,0.770246148109436,0.0064091011881828,0.0227988380938768,1
1468,1468,00000914.png,The Swiss alps from above - the beautiful nature of Switzerland - aerial timelapse shot,joy,0.0092274649068713,0.0037747025489807,0.0136252287775278,0.7188248634338379,0.1090571656823158,0.0146851753816008,0.1308054029941558,1
1471,1471,00001036.png,Constantly falling water drops create large capillary waves in rippled pond water. Some fallen leaves and yellow acacia flowers floating on the water surface.,disgust,0.1704477667808532,0.5175368189811707,0.034658595919609,0.0080017726868391,0.2041189521551132,0.0324704572558403,0.0327657014131546,1
1477,1477,00000402.png,"Drone comparison between the DJI Spark and the original DJI Mavic Pro. Gresham, OR / USA - September 2019.",neutral,0.0057064751163125,0.0047224815934896,0.0022535200696438,0.0083588836714625,0.9015498757362366,0.0155423348769545,0.0618663914501667,1
1481,1481,00001136.png,flock of sheep running in the stall on the farm  2,fear,0.1119711101055145,0.0395132005214691,0.5071815252304077,0.0885228812694549,0.0571721196174621,0.0385826267302036,0.1570566147565841,1
1483,1483,00000118.png,Snow covered mountain in Colorado.,fear,0.1015135869383812,0.1060098484158515,0.3710519671440124,0.0077360309660434,0.1986464709043502,0.1666262149810791,0.0484159030020237,1
1488,1488,00001422.png,a man's hand strokes a white mini bull terrier. fighting dog breed in the family. breeding of purebred dogs.,neutral,0.2879653573036194,0.0251603983342647,0.0137904267758131,0.1393536627292633,0.3562372028827667,0.0640828534960746,0.113410048186779,1
1489,1489,00001301.png,"Papaver is a genus of 70–100 species of frost-tolerant annuals, biennials, and perennials native to temperate and cold regions of Eurasia, Africa and North America. ",neutral,0.0430437438189983,0.0801721364259719,0.0121374847367405,0.0038700466975569,0.8398231267929077,0.0127402432262897,0.0082131773233413,1
1495,1495,00000256.png,Shallow water in autumn. Yellow leaves on the surface.,disgust,0.0048732794821262,0.9470829367637634,0.0063277320004999,0.0007095044129528,0.0213331133127212,0.0181444156914949,0.0015290434239432,1
1497,1497,00001856.png,"Abstract nature summer ocean sunset sea background. Small waves on water surface in motion blur with bokeh lights from sunrise. Holiday, vacation and recreational background concept. Slow motion",neutral,0.029395617544651,0.0181274618953466,0.0852710008621215,0.0080126980319619,0.7605717182159424,0.0344356074929237,0.0641859844326973,1
1507,1507,00000491.png,One of the pieces of Footage shot at a Session in the Bardenas Reales Natural Park (Navarra/Spain) in February 2019. Footage is kept at a RAW format. Color Correct/Grade to your need.,neutral,0.0072578839026391,0.0088858138769865,0.0017819843487814,0.0055709183216094,0.9493060111999512,0.0073292381130158,0.019868180155754,1
1508,1508,00000523.png,Colorful spring flowers and wheat in the wind. A warm and sunny spring day in Bernau-Germany.,joy,0.0009597271564416,0.0015245664399117,0.0003260319062974,0.9744908213615416,0.0159387309104204,0.0040889964438974,0.002671068534255,1
1509,1509,00001527.png,"A man with a sloppy pink manicure touches a white surfboard punched by a blow. Close-up of a girl touching a crack on a surfboard, after damage. A person prepares a surfboard for repair. Slow motion.",disgust,0.0152876563370227,0.9637713432312012,0.0080835605040192,0.0002781442017294,0.0089613627642393,0.0024948180653154,0.001123048714362,1
1510,1510,00001090.png,"Storm clouds moving across the blue sky against a background of the sun, White clouds, clear soft sky, time lapse formatting cloudscape in horizon, rainy rolling & fast moving, beautiful summer sunny ",joy,0.0874460414052009,0.0059657534584403,0.1366710364818573,0.657624363899231,0.0506926774978637,0.0479836985468864,0.013616400770843,1
1512,1512,00001248.png,Man rappelling down waterfall,fear,0.0352479964494705,0.029057016596198,0.7421346306800842,0.0155439525842666,0.0555493161082267,0.0340951941907405,0.0883719772100448,1
1520,1520,00000336.png,Swamp and River at Base of Forest and Mountain,neutral,0.0502564497292041,0.0284098666161298,0.1011619865894317,0.0150755941867828,0.6663972735404968,0.0552584305405616,0.0834404081106185,1
1521,1521,00000182.png,sand sea beach for background.,disgust,0.0559764951467514,0.2598005831241607,0.2514525055885315,0.0491518974304199,0.2050095945596695,0.1261896342039108,0.0524193122982978,1
1531,1531,00001436.png,aerial view of an orange field,neutral,0.0358453057706356,0.0774687230587005,0.0460727401077747,0.0695417448878288,0.657642662525177,0.0264258962124586,0.0870029330253601,1
1533,1533,00000473.png,"Vegetation on Koh Rong island in Cambodia, trees and rainforest, aerial drone view",disgust,0.0623786896467208,0.4535601139068603,0.0248943772166967,0.0285310428589582,0.3563626706600189,0.0437289364635944,0.0305442530661821,1
1540,1540,00001769.png,Flowering of a flower. Cherry tree,neutral,0.0285620056092739,0.1323779672384262,0.0076525737531483,0.1759342700242996,0.5658529996871948,0.0149692650884389,0.0746509358286857,1
1547,1547,00001809.png,USA Colorado Desert Monument Valley Silhouette at Sunset Timelapse,neutral,0.0091274818405509,0.0074855512939393,0.0287970881909132,0.0604559145867824,0.7183865308761597,0.0427909567952156,0.1329564303159713,1
1553,1553,00000023.png,Close up of sea splash by coast. Crashing ocean waves on rocks.,fear,0.0148863364011049,0.0066958214156329,0.9546815156936646,0.001998963067308,0.0050769909285008,0.0120880352333188,0.0045722583308815,1
1555,1555,00001782.png,Autumn city park with a large lake and a floating boat,surprise,0.0417987070977687,0.0332915149629116,0.3098913431167602,0.0931757241487503,0.0511980392038822,0.0536387301981449,0.4170059263706207,1
1562,1562,00001522.png,A cute little dog of breed Jack Russell Terrier is lying and resting on the bed at home with a laptop. Freelancer working from home. Cozy Hygge Lifestyle. Dog and business concept,joy,0.0029560581315308,0.0072804056107997,0.0013411623658612,0.6531979441642761,0.2703835964202881,0.0227503068745136,0.0420905612409114,1
1568,1568,00001013.png,Night and day timelapse desert,neutral,0.060638703405857,0.026889668777585,0.0596034415066242,0.0050769047811627,0.7391335368156433,0.053006887435913,0.0556508898735046,1
1570,1570,00000566.png,The big green frog is bobbing on the waves and will make big bubbles. Slow motion (120 frames per second).,neutral,0.0229738969355821,0.0738438367843627,0.0071988659910857,0.0034889427479356,0.8572005033493042,0.0070851519703865,0.0282087102532386,1
1574,1574,00000891.png,Aerial Views of the Smoky Mountains,neutral,0.0594281554222106,0.0309435315430164,0.3214835226535797,0.0538771301507949,0.3287935256958008,0.0332908406853675,0.1721832603216171,1
1576,1576,00000011.png,"Lavender bush with water drops in the rays of sunlight in the garden. For video presentation, background,  advertising.",neutral,0.0189780313521623,0.178440436720848,0.0076940502040088,0.0370145626366138,0.7109497785568237,0.0215704813599586,0.0253526009619236,1
1577,1577,00000387.png,"Hot Air Balloon Flying Across The Sky In Mountain Landscape. Russia, Krasnodar region, city of Abinsk. The festival of Aeronautics ""Abinskiy Riviera"" may 12, 2018",joy,0.0128348004072904,0.0029982924461364,0.0477797761559486,0.6042692065238953,0.1501193046569824,0.0217933040112257,0.1602052301168441,1
1581,1581,00001852.png,Maine coon Cat is licking her kittens while the Kittens suck the breast. 1920x1080,disgust,0.0124472333118319,0.8043895959854126,0.00583654968068,0.0033387411385774,0.1496369689702987,0.0181979537010192,0.0061530047096312,1
1585,1585,00001874.png,"evening on mountain and river, sun  above rock, hills over fresh clear water at sunset, sunrise on a flowing river spring ice lies on the shore near tree ",fear,0.0802225247025489,0.0096208499744534,0.7253706455230713,0.1171634420752525,0.0222303476184606,0.0308967009186744,0.0144955720752477,1
1589,1589,00000843.png,wide shot on dog playing with cow in field in Vietnam,anger,0.3958875834941864,0.0921031683683395,0.2422662675380706,0.0096227321773767,0.15347321331501,0.0289853923022747,0.0776615515351295,1
1590,1590,00000421.png,Sunrise in Chennai Beach,neutral,0.0086853923276066,0.0042214333079755,0.0322992242872715,0.0621816106140613,0.3534100949764251,0.2486291676759719,0.2905730605125427,1
